,FID,vid,cid,id,source,project,pcode,name,date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
4923,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d88,4924,3637,165,IPIS,IPIS - Madini,codmine03684,Malabo Jerusalem,2020,1,,POINT (30.37168463473528 1.7092554349149978),30.37168463,1.70925543,GPS,Ituri,orientale,Djugu,Bahema-Nord,Malabo,Kongo- Palestina,80,more2h,more2h,0,1,Or,"Iga, Lokpa",Bunia,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Aléatoire,1,0,1,0,0,0,0,0,Codeco,Groupe armé local,Aléatoire,1,0,0,0,0,0,0,1,ANR,,,,,,,1,"Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4924,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d87,4925,3638,166,IPIS,IPIS - Madini,codmine03685,Brii,2020,1,,POINT (30.345224999999996 1.7156799999999999),30.345225,1.71568,GPS,Ituri,orientale,Djugu,Bahema-Nord,Malabo,Tseku,120,more2h,more2h,0,1,Or,"Iga, Lokpa","Bunia,",,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Aléatoire,1,0,1,1,0,0,0,0,Codeco,Groupe armé local,Aléatoire,1,0,0,0,0,0,0,1,Chefferie,ANR,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4925,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d86,4926,3639,151,IPIS,IPIS - Madini,codmine02727,Safari bado ,2020,1,,POINT (29.214687059089556 1.0161058222487942),29.21468706,1.01610582,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Babila Teturi,Lwemba,150,carmoto,carmoto,0,1,Or,Lwemba,Butembo,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,1,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
4926,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d85,4927,3640,167,IPIS,IPIS - Madini,codmine03686,Be Baluma,2020,1,,POINT (30.331591534999745 1.742338494736304),30.33159153,1.74233849,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Lokpa,Balabala,300,carmoto,carmoto,0,1,Or,Iga,"Bunia, Beni, Butembo",,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"Concassage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4927,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d84,4928,3641,168,IPIS,IPIS - Madini,codmine03687,Balabala,2020,1,,POINT (30.32580326749987 1.7426622205258586),30.32580327,1.74266222,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Lokpa,Tchachako,500,carmoto,carmoto,0,1,Or,Iga,"Bunia, Butembo, Beni",,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,Division des mines,Chefferie,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4928,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d83,4929,3642,169,IPIS,IPIS - Madini,codmine03688,Nizii 4,2020,1,,POINT (30.300113789078473 1.7479217337724005),30.30011379,1.74792173,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Elingo dada,Pengetsu,800,carmoto,more2h,0,1,Or,Iga,"Bunia, Butembo, Beni",,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4929,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d82,4930,3643,120,IPIS,IPIS - Madini,codmine00083,Makele,2020,1,,POINT (29.21783406999949 0.9965899194731193),29.21783407,0.99658992,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Babila Teturi,Lwemba,150,carmoto,carmoto,0,1,Or,Lwemba,"Bunia, Butembo",,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,0,1,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,1,"Concassage, Transport des minerais, Propriétaire de puit"
4930,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d81,4931,3644,150,IPIS,IPIS - Madini,codmine02722,Mangombo,2020,1,,POINT (29.21249840171134 1.024150787490321),29.2124984,1.02415079,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Babila Teturi,Sayo,25,less2h,more2h,0,1,Or,Lwemba,Butembo,,,,,,,1,1,1,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,Maï-Maï Non identifié,Groupe armé local,Aléatoire,0,0,0,0,0,0,0,0,SAESSCAM,Division des mines,,,,,,0,,1,Propriétaire de puit
4931,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d80,4932,3645,154,IPIS,IPIS - Madini,codmine03475,Canaan ,2020,1,,POINT (29.188032388290193 1.0091309165793645),29.18803239,1.00913092,GPS,Ituri,orientale,Mambasa,,,,180,carmoto,carmoto,0,1,Or,Malutu,Butembo,,,,,,,1,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Division des mines,,,,,,,0,,1,Propriétaire de puit
4932,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d7f,4933,3646,170,IPIS,IPIS - Madini,codmine03689,La Grâce,2020,1,,POINT (30.317943366886198 1.7515066343860721),30.31794337,1.75150663,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Lokpa,Nizi,200,carmoto,carmoto,0,1,Or,"Iga, Nizi",Bunia,,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4933,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d7e,4934,3647,171,IPIS,IPIS - Madini,codmine03690,Frigo,2020,1,,POINT (30.313363333333335 1.7548066666666666),30.31336333,1.75480667,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Matete,Nizi,350,carmoto,less2h,0,1,Or,Iga,Bunia,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"Lavage, Transport des minerais, Traiter les déchets",1,"Lavage, Transport des minerais, Traiter les déchets"
4934,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d7d,4935,3648,131,IPIS,IPIS - Madini,codmine00111,Sandra Centre,2020,1,,POINT (30.299647625130955 1.7259327823678963),30.29964763,1.72593278,GPS,Ituri,orientale,Djugu,Bahema Baguru,Ndjou,Sawe,650,carmoto,carmoto,0,1,Or,Iga,Bunia,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"Lavage, Transport des minerais, Traiter les déchets",1,"Lavage, Transport des minerais, Traiter les déchets"
4935,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d7c,4936,3649,132,IPIS,IPIS - Madini,codmine00112,Baluma moteur,2020,1,,POINT (30.307351505263696 1.746092832235665),30.30735151,1.74609283,GPS,Ituri,orientale,Djugu,Bahema Baguru,Bendele,Lipa,450,less2h,less2h,0,1,Or,Iga,Bunia,,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4936,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d7b,4937,3650,135,IPIS,IPIS - Madini,codmine01549,Mawamba,2020,1,,POINT (29.154401 1.046912),29.154401,1.046912,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Babila-Teturi,vs Mawambo,15,carmoto,carmoto,0,1,Or,Teturi,Butembo,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Aléatoire,0,0,1,0,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,"Lavage, Traiter les déchets",0,
4937,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d7a,4938,3651,128,IPIS,IPIS - Madini,codmine00106,Mines,2020,1,,POINT (30.329928776118855 1.737819227236432),30.32992878,1.73781923,GPS,Ituri,orientale,Djugu,Bahema Baguru,Lopa,Liripa,300,carmoto,carmoto,0,1,Or,"Iga, Lokpa","Bunia, Butembo, Beni",,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4938,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d79,4939,3652,172,IPIS,IPIS - Madini,codmine03691,Camp Ketele,2020,0,Conditions climatiques,POINT (29.09244075945721 1.0459009727722934),29.09244076,1.04590097,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Babila Teturi,Etabe,25,more2h,more2h,0,1,Or,Etabe,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
4939,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d78,4940,3653,173,IPIS,IPIS - Madini,codmine03692,Morgue,2020,1,,POINT (30.361606666666663 1.7751433333333333),30.36160667,1.77514333,GPS,Ituri,orientale,Djugu,Walendu-Djatsi,Nsesele,Kbadole,120,carmoto,more2h,0,1,Or,"Iga, Lokpa",Bunia,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Quotidien,0,0,1,0,0,0,0,0,Codeco,Groupe armé local,Quotidien,1,1,1,0,1,1,1,0,,,,,,,,0,,0,
4940,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d77,4941,3654,106,IPIS,IPIS - Madini,codmine00058,Mont Ngaliema,2020,1,,POINT (29.10351602080624 1.0720127048114432),29.10351602,1.0720127,GPS,Ituri,orientale,Mambasa,Babila-Bakwanza,Bapwele,Bango,15,less2h,less2h,0,1,Or,Mayuwano,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,1,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,,,,,,,1,Lavage,0,
4941,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d76,4942,64,64,Third-party,BGR,codmine03443,Twilizembe intermediaire,2020,1,Third-party information,POINT (25.71216684 -10.79524355),25.71216684,-10.79524355,GPS,Lualaba,Katanga,Mutshatsha,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d75,4943,67,67,Third-party,BGR,codmine03449,Tulizembe,2020,0,Third-party information,POINT (25.69012167 -10.79378),25.69012167,-10.79378,GPS,Lualaba,Katanga,Mutshatsha,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d74,4944,66,66,Third-party,BGR,codmine03452,Kayebala,2020,1,Third-party information,POINT (25.778965 -10.63622667),25.778965,-10.63622667,GPS,Lualaba,Katanga,Mutshatsha,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d73,4945,3655,174,IPIS,IPIS - Madini,codmine03693,Jamay,2020,1,,POINT (30.323757319912183 1.758402627213967),30.32375732,1.75840263,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Tsotso,Tsotso,60,more2h,more2h,0,1,Or,"Lokpa, Iga","Bunia. Beni, Butembo",,,,,,,1,1,1,Codeco,Groupe armé local,Aléatoire,1,0,0,0,0,1,0,1,,0,,,,,,,,,,,,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4945,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d72,4946,3656,175,IPIS,IPIS - Madini,codmine03694,Tsotso,2020,1,,POINT (30.32422 1.7626399999999998),30.32422,1.76264,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Tsotso,Tsotso,450,more2h,more2h,0,1,Or,"Lokpa, Iga","Bunia, Beni, Butembo",,,,,,,1,1,1,Codeco,Groupe armé local,Aléatoire,1,0,0,0,0,1,0,1,,0,,,,,,,,,,,,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4946,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d71,4947,61,61,Third-party,BGR,codmine03713,Kalumbwe,2020,1,Third-party information,POINT (25.89416667 -10.7713889),25.89416667,-10.7713889,Approximation,Lualaba,,Mutshatsha,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d70,4948,26,26,Third-party,BGR,codmine03722,Kateketa,2020,0,Third-party information,POINT (27.04777778 -11.4822222),27.04777778,-11.4822222,Approximation,Haut-Katanga,,Kambove,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d6f,4949,63,63,Third-party,BGR,codmine03728,Lenge 10,2020,1,Third-party information,POINT (25.76416667 -10.6238889),25.76416667,-10.6238889,Approximation,Lualaba,,Mutshatsha,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d6e,4950,65,65,Third-party,BGR,codmine03739,Tilwizembe,2020,1,Third-party information,POINT (25.71694444 -10.7936111),25.71694444,-10.7936111,Approximation,Lualaba,,Mutshatsha,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d6d,4951,62,62,Third-party,BGR,codmine03741,Tondo cuivre,2020,1,Third-party information,POINT (25.665 -10.5255556),25.665,-10.5255556,Approximation,Lualaba,,Mutshatsha,,,,,,,0,0,inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d6c,4952,3657,124,IPIS,IPIS - Madini,codmine00098,Mandimo 1,2020,1,,POINT (29.201195 1.047374),29.201195,1.047374,GPS,Ituri,orientale,Mambasa,Bakwanza,Bapwele,Bango,120,more2h,more2h,0,1,Or,"Bango, Teturi",Butembo,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,1,0,0,0,0,0,0,,0,,,,,,,,,,Division des mines,,,,,,,0,,0,
4952,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d6b,4953,3658,125,IPIS,IPIS - Madini,codmine00099,Mataha,2020,1,,POINT (29.195473247368152 1.064379280921019),29.19547325,1.06437928,GPS,Ituri,orientale,Mambasa,Bakwanza,Bapwele,Bango,20,less2h,less2h,0,1,Or,"Bango,Teturi",Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,,,,,,,0,,0,
4953,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d6a,4954,3659,126,IPIS,IPIS - Madini,codmine00101,Camp Base,2020,1,,POINT (29.197063604999233 1.0807205349997444),29.1970636,1.08072053,GPS,Ituri,orientale,Mambasa,Bakwanza,Bapwele,Bango,10,more2h,more2h,0,1,Or,Bango,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,,,,,,,0,,0,
4954,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d69,4955,3660,127,IPIS,IPIS - Madini,codmine00102,Mandje,2020,1,,POINT (29.171743349997445 1.0914969136856094),29.17174335,1.09149691,GPS,Ituri,orientale,Mambasa,Bakwanza,Bapwele,Bango,11,less2h,less2h,0,1,Or,Bango,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
4955,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d68,4956,3661,176,IPIS,IPIS - Madini,codmine03695,Asawe,2020,1,,POINT (30.289144803771887 1.7452085707479479),30.2891448,1.74520857,GPS,Ituri,orientale,Djugu,Mambisa,Toratibo,Iga,65,more2h,more2h,0,1,Or,Iga,"Bunia,",,,,,,,1,1,1,Milice zaïre,Groupe armé local,Quotidien,1,1,0,1,1,1,1,0,Codeco,Groupe armé local,Aléatoire,0,0,0,0,0,0,0,1,,,,,,,,0,,0,
4956,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d67,4957,3662,177,IPIS,IPIS - Madini,codmine03696,Jidda,2020,1,,POINT (30.317094509429722 1.7541518293419103),30.31709451,1.75415183,GPS,Ituri,orientale,Djugu,Bahema-Badjere,Lokpa,Lokpa,120,more2h,more2h,0,1,Or,"Iga, Nizi",Bunia.,,,,,,,1,1,1,Codeco,Groupe armé local,Aléatoire,0,,,,,,,1,,0,,,,,,,,,,,,,,,,,0,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4957,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d66,4958,3663,123,IPIS,IPIS - Madini,codmine00097,Masenze,2020,1,,POINT (29.214169 1.043604),29.214169,1.043604,GPS,Ituri,orientale,Mambasa,Bakwanza,Bapwele,Bango,60,less2h,less2h,0,1,Or,Lwemba,Butembo,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Quotidien,1,0,0,1,0,0,0,0,,0,,,,,,,,,,Division des mines,,,,,,,1,"Concassage, Transport des minerais",0,
4958,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d65,4959,3664,178,IPIS,IPIS - Madini,codmine03745,Luba,2020,1,,POINT (30.27783 1.77832),30.27783,1.77832,GPS,Ituri,orientale,Djugu,Mambisa,Toratibo,Nizi,150,less2h,more2h,0,1,Or,Nizi,"Bunia, Butembo, Beni",,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,0,1,0,0,0,0,0,Codeco,Groupe armé local,Aléatoire,0,0,0,0,0,1,0,1,,,,,,,,1,"Lavage, Transport des minerais, Traiter les déchets",1,"Lavage, Transport des minerais, Traiter les déchets"
4959,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d64,4960,3665,147,IPIS,IPIS - Madini,codmine02706,10 ans étoile du ciel,2020,1,,POINT (28.965046 1.352928),28.965046,1.352928,GPS,Ituri,orientale,Mambasa,Mambasa,Nyangwe,Makalanga,80,carmoto,carmoto,0,1,Or,"Makalanga,sayo","Butembo,Bunia",,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,"Lavage, Transport des minerais, Traiter les déchets",1,"Concassage, Lavage, Transport des minerais"
4960,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d63,4961,3666,179,IPIS,IPIS - Madini,codmine03698,Waya,2020,1,,POINT (30.29551465275564 1.8288731246679295),30.29551465,1.82887312,GPS,Ituri,orientale,Djugu,Walendu-Djatsi,Alimani,Lankda,130,less2h,less2h,0,1,Or,Iga,"Bunia, Beni, Butembo",,,,,,,1,1,1,Codeco,Groupe armé local,Aléatoire,0,0,0,0,0,1,0,1,,0,,,,,,,,,,,,,,,,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4961,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d62,4962,3667,146,IPIS,IPIS - Madini,codmine02705,Sombe ya Batoto,2020,1,,POINT (28.898404835253984 1.3665264468392266),28.89840484,1.36652645,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,Tshololo,20,less2h,less2h,0,1,Or,Banana,"Butembo, bunia",,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,Division des mines,,,,,,,1,"Lavage, Transport des minerais, Traiter les déchets",0,
4962,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d61,4963,3668,136,IPIS,IPIS - Madini,codmine02630,Unipe Nikupe,2020,1,,POINT (28.963153057039875 1.3592433178291727),28.96315306,1.35924332,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Nyangwe,Makalanga,60,carmoto,carmoto,0,1,Or,Makalanga,Bunia,,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,,,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets",1,"Concassage, Transport des minerais"
4963,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d60,4964,3669,153,IPIS,IPIS - Madini,codmine03148,Monga Masolo ,2020,1,,POINT (28.953711766052997 1.3624698696053508),28.95371177,1.36246987,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,Kilimamweza,125,carmoto,carmoto,0,1,Or,Kilima Mweza,Mambasa,,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets",1,"Creuser, Concassage, Lavage, Transport des minerais"
4964,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d5f,4965,1,1,Third-party,BGR,codmine03389,Karaji popo,2020,1,Third-party information,POINT (26.69021833 -10.94136333),26.69021833,-10.94136333,GPS,Haut-Katanga,Katanga,Kambove,,,,258,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d5e,4966,2,2,Third-party,BGR,codmine03400,Kisunka,2020,1,Third-party information,POINT (26.69760848 -10.98083156),26.69760848,-10.98083156,Approximation,Haut-Katanga,Katanga,Kambove,,,,300,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d5d,4967,3670,119,IPIS,IPIS - Madini,codmine00081,Tindika,2020,1,,POINT (28.958738 1.340268),28.958738,1.340268,GPS,Ituri,orientale,Mambasa,Mambasa,Nyangwe,Saio,50,carmoto,carmoto,0,1,Or,Mambasa,"Bunia, Butembo",,,,,,,1,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,1,Transport des minerais
4967,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d5c,4968,4,4,Third-party,BGR,codmine03390,Yamba Yamba,2020,1,Third-party information,POINT (26.37346833 -11.02669),26.37346833,-11.02669,GPS,Haut-Katanga,Katanga,Kambove,,,,500,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d5b,4969,7,7,Third-party,BGR,codmine03392,Kansansama,2020,1,Third-party information,POINT (26.39838862 -11.03369242),26.39838862,-11.03369242,GPS,Haut-Katanga,Katanga,Kambove,,,,200,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d5a,4970,8,8,Third-party,BGR,codmine03733,Mukinga ,2020,1,Third-party information,POINT (26.34738333 -11.01957),26.34738333,-11.01957,Approximation,Haut-Katanga,,Kambove,,,,8,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d59,4971,3,3,Third-party,BGR,codmine03743,Vallee verte,2020,1,Third-party information,POINT (26.38520699 -10.95465793),26.38520699,-10.95465793,Approximation,Haut-Katanga,,Kambove,,,,40,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d58,4972,3671,134,IPIS,IPIS - Madini,codmine01315,Sans souci,2020,1,,POINT (29.0140907228958 1.2337832713166907),29.01409072,1.23378327,GPS,Ituri,orientale,Mambasa,Mambasa,Binase,Butama,80,more2h,more2h,0,1,Or,Mambasa,"Mambasa,Bunia",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,Division des mines,,,,,,,0,,0,
