,FID,vid,cid,id,source,project,pcode,name,date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
4972,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d57,4973,3672,144,IPIS,IPIS - Madini,codmine02701,Gecamine,2020,1,,POINT (29.02829 1.2374383333),29.02829,1.23743833,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,Butiaba,57,more2h,more2h,0,1,Or,Mambasa,"Mambasa, Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
4973,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d56,4974,10,10,Third-party,BGR,codmine03391,Swambo,2020,1,Third-party information,POINT (26.22775833 -11.092335),26.22775833,-11.092335,GPS,Haut-Katanga,Katanga,Kambove,,,,128,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d55,4975,5,5,Third-party,BGR,codmine03409,Milele,2020,1,Third-party information,POINT (26.181185 -10.90140333),26.181185,-10.90140333,GPS,Haut-Katanga,Katanga,Kambove,,,,150,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d54,4976,9,9,Third-party,BGR,codmine03729,Leza,2020,1,Third-party information,POINT (26.16064833 -10.89749),26.16064833,-10.89749,Approximation,Haut-Katanga,,Kambove,,,,200,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d53,4977,3673,133,IPIS,IPIS - Madini,codmine01245,Lisala,2020,1,,POINT (29.019930948826623 1.214749279615413),29.01993095,1.21474928,GPS,Ituri,orientale,Mambasa,Mambasa,Binase,Butama,65,more2h,more2h,0,1,Or,Mambasa,"Bunia,Mambasa",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,Division des mines,,,,,,,0,,0,
4977,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d52,4978,12,12,Third-party,BGR,codmine03395,Kifumpa,2020,1,Third-party information,POINT (26.44405105 -11.07774915),26.44405105,-11.07774915,GPS,Haut-Katanga,Katanga,Kambove,,,,50,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d51,4979,6,6,Third-party,BGR,codmine03396,Kimpese,2020,1,Third-party information,POINT (26.50456955 -11.06015807),26.50456955,-11.06015807,GPS,Haut-Katanga,Katanga,Kambove,,,,1118,,,0,1,Or,,,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d50,4980,13,13,Third-party,BGR,codmine03410,Ambakuku,2020,1,Third-party information,POINT (26.48498 -11.06580833),26.48498,-11.06580833,GPS,Haut-Katanga,Katanga,Kambove,,,,25,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d4f,4981,11,11,Third-party,BGR,codmine03724,Kifumpa 2,2020,1,Third-party information,POINT (26.43137833 -11.077745),26.43137833,-11.077745,Approximation,Haut-Katanga,,Kambove,,,,20,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d4e,4982,3674,108,IPIS,IPIS - Madini,codmine00065,Togo,2020,1,,POINT (29.048921143815797 1.165898809671722),29.04892114,1.16589881,GPS,Ituri,orientale,Mambasa,Babila-Bakwanza,Bapwele,Mayuano,75,more2h,more2h,0,1,Or,Some,"Butembo, Bunia",,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,1,"Lavage, Transport des minerais"
4982,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d4d,4983,3675,141,IPIS,IPIS - Madini,codmine02686,Kaza Roho,2020,1,,POINT (29.076099441051717 1.1751224835263696),29.07609944,1.17512248,GPS,Ituri,orientale,Mambasa,Bakwanza,Babila Bapwele,Some,65,more2h,more2h,0,1,Or,Some,"Butembo,Bunia",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
4983,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d4c,4984,15,15,Third-party,BGR,codmine03398,Kampemba,2020,1,Third-party information,POINT (26.62713235 -10.78482149),26.62713235,-10.78482149,GPS,Haut-Katanga,Katanga,Kambove,,,,0,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d4b,4985,14,14,Third-party,BGR,codmine03716,Kampina,2020,0,Third-party information,POINT (26.62287416 -10.77972967),26.62287416,-10.77972967,Approximation,Haut-Katanga,,Kambove,,,,0,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d4a,4986,3676,107,IPIS,IPIS - Madini,codmine00064,Mabukulu,2020,1,,POINT (29.056981371052228 1.1512152310532502),29.05698137,1.15121523,GPS,Ituri,orientale,Mambasa,Babila-Bakwanza,Bapwele,Mayuano,100,more2h,more2h,0,1,Or,Some,"Butembo, Bunia",,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
4986,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d49,4987,3677,138,IPIS,IPIS - Madini,codmine02680,Angola,2020,1,,POINT (29.0508583333 1.1796283333),29.05085833,1.17962833,GPS,Ituri,orientale,Mambasa,Bakwanza,Babila Bapwele,"Metale, Some",60,more2h,more2h,0,1,Or,Some,"Mambasa, Bunia",,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois tous les 15 jours,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
4987,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d48,4988,3678,139,IPIS,IPIS - Madini,codmine02683,Camp Butembo,2020,1,,POINT (28.905354259526497 1.3028456491056062),28.90535426,1.30284565,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,Banana,35,carmoto,carmoto,0,1,Or,"Mambasa,Kilima Mweza","Bunia, Butembo",,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Quotidien,0,0,1,1,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
4988,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d47,4989,19,19,Third-party,BGR,codmine03405,Sokorosho,2020,1,Third-party information,POINT (27.27120777 -11.31392818),27.27120777,-11.31392818,GPS,Haut-Katanga,Katanga,Kambove,,,,150,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d46,4990,17,17,Third-party,BGR,codmine03411,Npindji,2020,0,Third-party information,POINT (26.812639 -10.667722),26.812639,-10.667722,Approximation,Haut-Katanga,Katanga,Kambove,,,,0,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d45,4991,16,16,Third-party,BGR,codmine03714,Kamikuba,2020,1,Third-party information,POINT (26.83442411 -10.48458951),26.83442411,-10.48458951,Approximation,Haut-Katanga,,Kambove,,,,90,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d44,4992,20,20,Third-party,BGR,codmine03719,Kapota Dallas ,2020,1,Third-party information,POINT (27.45880833 -11.22652),27.45880833,-11.22652,Approximation,Haut-Katanga,,Kipushi,,,,123,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d43,4993,18,18,Third-party,BGR,codmine03732,Maoma,2020,1,Third-party information,POINT (26.70233621 -10.84242408),26.70233621,-10.84242408,Approximation,Haut-Katanga,,Kambove,,,,0,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d42,4994,3679,142,IPIS,IPIS - Madini,codmine02698,Vatican,2020,1,,POINT (28.9222298660052 1.341578067618377),28.92222987,1.34157807,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,Makalanga,31,less2h,less2h,0,1,Or,Kilima Mweza,Bunia,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,
4994,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d41,4995,24,24,Third-party,BGR,codmine03402,Kabushona,2020,1,Third-party information,POINT (26.76651942 -10.94847357),26.76651942,-10.94847357,GPS,Haut-Katanga,Katanga,Kambove,,,,100,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d40,4996,21,21,Third-party,BGR,codmine03418,Kimono,2020,1,Third-party information,POINT (27.64900833 -12.08436),27.64900833,-12.08436,GPS,Haut-Katanga,Katanga,Kipushi,,,,43,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d3f,4997,25,25,Third-party,BGR,codmine03734,Mututa,2020,1,Third-party information,POINT (26.75802382 -11.01357036),26.75802382,-11.01357036,Approximation,Haut-Katanga,,Likasi,,,,50,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4997,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d3e,4998,3680,118,IPIS,IPIS - Madini,codmine00078,Camp Mambasa,2020,1,,POINT (28.91463 1.29004),28.91463,1.29004,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongoma,Banana,28,less2h,less2h,0,1,Or,Kilima Mweza,Bunia,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
4998,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d3d,4999,23,23,Third-party,BGR,codmine03718,Kapalalo,2020,1,Third-party information,POINT (27.342465 -11.66705667),27.342465,-11.66705667,Approximation,Haut-Katanga,,Lubumbashi,,,,80,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d3c,5000,22,22,Third-party,BGR,codmine03720,Karu,2020,0,Third-party information,POINT (27.29302 -11.62732667),27.29302,-11.62732667,Approximation,Haut-Katanga,,Kipushi,,,,150,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d3b,5001,3681,114,IPIS,IPIS - Madini,codmine00074,Masikini,2020,1,,POINT (28.95159 1.2599),28.95159,1.2599,GPS,Ituri,orientale,Mambasa,Mambasa,Nyangwe,Nyangwe,75,less2h,less2h,0,1,Or,Kilima Mweza,Bunia,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,1,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
5001,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d3a,5002,3682,115,IPIS,IPIS - Madini,codmine00075,Mane de guerre,2020,1,,POINT (28.927107384473377 1.2591041131566842),28.92710738,1.25910411,GPS,Ituri,orientale,Mambasa,Mambasa,Nyangwe,Nyangwe,80,carmoto,carmoto,0,1,Or,Kilima Mweza,Bunia,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,1,1,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
5002,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d39,5003,3683,143,IPIS,IPIS - Madini,codmine02700,Bandundu,2020,1,,POINT (28.914561886843316 1.360519811056317),28.91456189,1.36051981,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,Kilonge,52,less2h,less2h,0,1,Or,Kilonge,Butembo,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,
5003,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d38,5004,3684,117,IPIS,IPIS - Madini,codmine00077,Disco,2020,0,Distance,POINT (28.92250497026395 1.2658579731577064),28.92250497,1.26585797,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongoma,Banana,33,carmoto,carmoto,0,1,Or,Kilima Mweza,"Bunia,Butembo",,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
5004,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d37,5005,3685,116,IPIS,IPIS - Madini,codmine00076,Maroc,2020,1,,POINT (28.9168 1.24721),28.9168,1.24721,GPS,Ituri,orientale,Mambasa,Mambasa,Nyangwe,Nyangwe,28,carmoto,carmoto,0,1,Or,Kilima  Mweza,"Bunia,Butembo",,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,1,"Lavage, Traiter les déchets"
5005,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d36,5006,3686,137,IPIS,IPIS - Madini,codmine02676,Mandrupepe,2020,1,,POINT (28.958123921984335 1.2130127174908323),28.95812392,1.21301272,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,O,34,more2h,more2h,0,1,Or,Binase,"Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,1,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Service de l'énergie,,,,,0,,0,
5006,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d35,5007,3687,148,IPIS,IPIS - Madini,codmine02715,Mandimo 2,2020,1,,POINT (28.9328116667 1.2151483333),28.93281167,1.21514833,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapongomo,O,52,less2h,less2h,0,1,Or,Kilima  Mweza,"Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
5007,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d34,5008,3688,180,IPIS,IPIS - Madini,codmine03699,Pamakele,2020,1,,POINT (28.958785147104127 1.2290343307147253),28.95878515,1.22903433,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapungomo,Binase,77,more2h,more2h,0,1,Or,Binase,"Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Service de l'énergie,,,,,1,"Creuser, Lavage, Transport des minerais, Traiter les déchets",1,Chef de puits
5008,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d33,5009,3689,112,IPIS,IPIS - Madini,codmine00071,Mapeda,2020,1,,POINT (28.98806 1.22476),28.98806,1.22476,GPS,Ituri,orientale,Mambasa,Mambasa,Nyangwe,Saio,164,more2h,more2h,0,1,Or,Binase,"Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,"Creuser, Lavage, Traiter les déchets",1,Propriétaire (Chef) de puits
5009,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d32,5010,3690,113,IPIS,IPIS - Madini,codmine00073,Mandulu,2020,1,,POINT (28.955631110262928 1.2382424813151574),28.95563111,1.23824248,GPS,Ituri,orientale,Mambasa,Mambasa,Nyangwe,Saio,43,more2h,more2h,0,1,Or,Binase,"Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
5010,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d31,5011,3691,111,IPIS,IPIS - Madini,codmine00070,Mandelendele,2020,1,,POINT (28.99347 1.20771),28.99347,1.20771,GPS,Ituri,orientale,Mambasa,Mambasa,Mputu,Butiaba,24,more2h,more2h,0,1,Or,Binase,"Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
5011,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d30,5012,3692,155,IPIS,IPIS - Madini,codmine03476,Makpama,2020,0,Distance,POINT (28.99699830105274 1.1980788226313368),28.9969983,1.19807882,GPS,Ituri,orientale,Mambasa,,,,26,more2h,more2h,0,1,Or,Binase,"Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,1,Administrateur de Foyer Minier (AFM)
5012,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d2f,5013,3693,181,IPIS,IPIS - Madini,codmine03700,Funga Mukaba,2020,1,,POINT (28.95491 1.23007),28.95491,1.23007,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapungomo,Binase,41,more2h,more2h,0,1,Or,"Binase,Mambasa","Bunia,Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
5013,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d2e,5014,3694,182,IPIS,IPIS - Madini,codmine03701,Mane Central,2020,1,,POINT (28.937631666666668 1.2855866666666667),28.93763167,1.28558667,GPS,Ituri,orientale,Mambasa,Babila-Babombi,Bapungomo,Kilima Mweza,8,carmoto,carmoto,0,1,Or,Kilima mweza,"Bunia, Butembo",,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois tous les 15 jours,0,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,,,,,,,0,,0,
5014,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d2d,5015,28,28,Third-party,BGR,codmine03424,Biwaya,2020,1,Third-party information,POINT (25.34948351 -10.76267651),25.34948351,-10.76267651,Approximation,Lualaba,Katanga,Mutshatsha,,,,1200,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d2c,5016,27,27,Third-party,BGR,codmine03425,Kamilombe2,2020,1,Third-party information,POINT (25.4077907 -10.73619922),25.4077907,-10.73619922,GPS,Lualaba,Katanga,Mutshatsha,,,,450,,,0,0,Cobalt,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d2b,5017,29,29,Third-party,BGR,codmine03737,Secteur sambo,2020,1,Third-party information,POINT (25.35388648 -10.7438223),25.35388648,-10.7438223,Approximation,Lualaba,,Mutshatsha,,,,700,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d2a,5018,31,31,Third-party,BGR,codmine03429,Chipuki,2020,1,Third-party information,POINT (25.44255191 -10.73281531),25.44255191,-10.73281531,GPS,Lualaba,Katanga,Mutshatsha,,,,200,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d29,5019,30,30,Third-party,BGR,codmine03711,Dinamitiere,2020,1,Third-party information,POINT (25.40910416 -10.73050042),25.40910416,-10.73050042,Approximation,Lualaba,,Mutshatsha,,,,230,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d28,5020,34,34,Third-party,BGR,codmine03428,Drain UCK,2020,1,Third-party information,POINT (25.44939673 -10.68881238),25.44939673,-10.68881238,GPS,Lualaba,Katanga,Mutshatsha,,,,10700,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d27,5021,33,33,Third-party,BGR,codmine03436,Menuiserie,2020,1,Third-party information,POINT (25.45425833 -10.70012833),25.45425833,-10.70012833,GPS,Lualaba,Katanga,Mutshatsha,,,Kolwezi,2500,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d26,5022,38,38,Third-party,BGR,codmine03437,Bridon,2020,1,Third-party information,POINT (25.46366167 -10.70856),25.46366167,-10.70856,GPS,Lualaba,Katanga,Mutshatsha,,,Kolwezi,300,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d25,5023,35,35,Third-party,BGR,codmine03433,Kasulo CDM,2020,1,Third-party information,POINT (25.49081667 -10.69934167),25.49081667,-10.69934167,GPS,Lualaba,Katanga,Mutshatsha,,,Kolwezi,800,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d24,5024,32,32,Third-party,BGR,codmine03710,Collines 2,2020,1,Third-party information,POINT (25.37524333 -10.71559),25.37524333,-10.71559,Approximation,Lualaba,,Mutshatsha,,,,160,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d23,5025,36,36,Third-party,BGR,codmine03721,Kasulo 2,2020,1,Third-party information,POINT (25.48464973 -10.696554),25.48464973,-10.696554,Approximation,Lualaba,,Mutshatsha,,,,150,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d22,5026,37,37,Third-party,BGR,codmine03725,Kilamusembo,2020,1,Third-party information,POINT (25.38055359 -10.71444188),25.38055359,-10.71444188,Approximation,Lualaba,,Mutshatsha,,,,2500,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d21,5027,39,39,Third-party,BGR,codmine03441,Mutoshi Mining,2020,1,Third-party information,POINT (25.52808425 -10.68589914),25.52808425,-10.68589914,GPS,Lualaba,Katanga,Mutshatsha,,,Kolwezi,250,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d20,5028,41,41,Third-party,BGR,codmine03712,Kafiardo cuivre,2020,1,Third-party information,POINT (25.53016596 -10.68427956),25.53016596,-10.68427956,Approximation,Lualaba,,Mutshatsha,,,Kolwezi ,3000,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d1f,5029,40,40,Third-party,BGR,codmine03723,Kazembe,2020,1,Third-party information,POINT (25.5217549 -10.66924547),25.5217549,-10.66924547,Approximation,Lualaba,,Mutshatsha,,,,800,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_180154dfc5e_-6d1e,5030,44,44,Third-party,BGR,codmine03727,L'eau verte,2020,1,Third-party information,POINT (25.53179 -10.68482),25.53179,-10.68482,Approximation,Lualaba,,Mutshatsha,,,Kolwezi ,1500,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
